id_caja,tipo_caja,id_producto,peso,descripcion
194,1,1050,10.6,1
195,0,1050,8.7,0
196,3,1050,5.1,0
197,2,1050,7.3,1
198,0,1051,2.8,1
199,2,1051,2.2,0
200,4,1051,6.1,1
201,1,1051,1.9,1
202,3,1051,8.2,1
203,3,1052,7.5,1
204,2,1052,3.1,1
205,0,1052,3.9,1
206,1,1052,9.1,0
207,0,1053,5.4,1
208,2,1053,2.8,1
209,1,1053,4.5,1
210,0,1054,5.8,1
211,0,1055,3.0,1
212,0,1056,5.5,0
213,1,1056,4.3,0
214,0,1057,7.7,0
215,3,1057,3.0,0
216,2,1057,2.8,1
217,1,1057,10.8,0
218,4,1057,2.3,1
219,0,1058,4.0,0
220,2,1058,9.4,1
221,1,1058,4.7,0
222,3,1058,7.6,1
223,2,1059,4.1,0
224,1,1059,5.4,1
225,0,1059,4.8,0
226,4,106,4.2,0
227,1,106,7.4,1
228,2,106,3.2,0
229,3,106,3.7,1
230,0,106,2.6,0
231,1,1060,9.7,0
232,0,1060,10.9,0
233,0,1061,4.3,0
234,1,1061,6.9,0
235,2,1062,9.6,0
236,0,1062,3.4,1
237,4,1062,1.5,0
238,3,1062,4.7,1
239,1,1062,3.0,0
240,0,1063,5.9,0
241,1,1064,7.6,1
242,0,1064,10.8,0
243,1,1065,5.4,1
244,3,1065,2.2,1
245,2,1065,9.1,1
246,0,1065,10.6,1
247,1,1066,6.0,1
248,0,1066,4.9,1
249,2,1066,2.2,1
250,0,1067,8.6,0
251,1,1067,8.5,1
252,2,1068,10.0,0
253,1,1068,5.1,0
254,0,1068,6.5,0
255,3,1068,9.8,1
256,1,1069,1.8,1
257,2,1069,8.4,0
258,0,1069,1.6,1
259,3,1069,5.3,0
260,0,107,5.2,1
261,1,107,10.2,0
262,1,1070,7.8,0
263,4,1070,10.3,0
264,2,1070,7.3,0
265,3,1070,10.8,1
266,0,1070,8.9,0
267,2,1071,2.3,0
268,0,1071,2.8,1
269,1,1071,4.3,1
270,0,1072,9.2,1
271,0,1073,5.5,0
272,2,1073,1.8,0
273,1,1073,1.8,0
274,0,1074,8.1,0
275,0,1075,8.1,1
276,1,1075,1.5,0
277,0,1076,4.5,0
278,1,1076,3.6,0
279,2,1076,9.5,1
280,0,1077,6.9,0
281,2,1078,4.5,1
282,3,1078,2.6,0
283,1,1078,5.5,1
284,0,1078,5.8,0
285,1,1079,6.2,0
286,2,1079,8.0,1
287,0,1079,10.1,0
288,4,1079,5.7,1
289,3,1079,7.1,1
290,1,108,9.7,0
291,0,108,9.8,1
292,3,1080,10.3,1
293,1,1080,3.7,1
294,0,1080,4.9,0
295,2,1080,3.9,1
296,1,1081,1.8,0
297,0,1081,6.9,0
298,2,1081,3.7,1
299,2,1082,1.2,0
300,0,1082,8.9,1
301,1,1082,1.5,0
302,4,1082,5.8,0
303,3,1082,6.7,0
304,0,1083,7.3,0
305,1,1084,8.7,1
306,2,1084,9.8,1
307,0,1084,4.4,0
308,1,1085,8.9,0
309,0,1085,5.0,1
310,1,1086,7.6,0
311,3,1086,4.4,1
312,0,1086,6.6,0
313,2,1086,7.8,0
314,0,1087,9.3,1
315,1,1087,1.5,1
316,1,1088,7.2,1
317,0,1088,1.6,1
318,2,1088,3.0,1
319,1,1089,6.4,0
320,0,1089,5.2,0
321,2,109,6.4,0
322,1,109,4.4,0
323,0,109,1.6,1
324,3,109,10.9,0
325,2,1090,6.8,0
326,0,1090,3.4,0
327,1,1090,8.7,0
328,3,1090,4.2,1
329,0,1091,6.0,0
330,3,1091,3.7,1
331,1,1091,3.9,0
332,2,1091,4.8,0
333,1,1092,10.6,0
334,4,1092,9.9,0
335,0,1092,3.5,0
336,3,1092,4.8,1
337,2,1092,10.0,0
338,0,1093,7.6,1
339,2,1094,2.0,1
340,0,1094,1.7,0
341,1,1094,3.7,0
342,0,1095,5.9,1
343,2,1096,1.4,0
344,1,1096,7.1,1
345,3,1096,4.1,1
346,0,1096,2.6,1
347,1,1097,10.2,0
348,0,1097,9.6,0
349,2,1097,7.7,1
350,0,1098,6.1,1
351,2,1099,8.4,0
352,0,1099,1.1,1
353,3,1099,8.1,0
354,1,1099,5.8,0
355,4,1099,2.9,1
356,2,11,6.1,0
357,0,11,10.6,1
358,1,11,6.4,0
359,1,110,9.2,0
360,2,110,1.4,0
361,0,110,2.0,0
362,3,110,6.6,0
363,0,1100,3.6,0
364,0,1101,10.2,1
365,1,1101,8.6,0
366,0,1102,9.7,0
367,3,1103,6.3,1
368,4,1103,7.4,1
369,0,1103,4.3,1
370,1,1103,3.8,0
371,2,1103,4.7,1
372,0,1104,10.1,1
373,2,1104,1.3,1
374,1,1104,4.6,0
375,1,1105,4.3,0
376,0,1105,8.9,1
377,0,1106,3.4,0
378,1,1106,4.2,1
379,2,1107,6.8,1
380,1,1107,2.7,0
381,0,1107,8.9,0
382,0,1108,2.7,0
383,1,1109,6.2,0
384,3,1109,6.2,0
385,2,1109,4.6,0
386,4,1109,9.7,1
387,0,1109,1.8,0
388,2,111,3.5,0
389,3,111,6.2,1
390,1,111,2.1,0
391,4,111,4.8,1
392,0,111,4.0,0
393,0,1110,2.9,1
394,1,1110,1.5,0
395,2,1111,9.1,1
396,0,1111,7.4,0
397,1,1111,7.9,1
398,1,1112,5.4,1
399,0,1112,10.9,0
400,0,1113,3.8,0
401,2,1114,2.8,0
402,1,1114,1.9,0
403,3,1114,3.4,0
404,0,1114,8.0,1
405,4,1115,9.4,1
406,2,1115,1.8,0
407,1,1115,8.1,1
408,3,1115,4.4,1
409,0,1115,2.3,1
410,1,1116,9.8,0
411,4,1116,10.8,0
412,3,1116,6.5,1
413,0,1116,5.1,1
414,2,1116,8.3,1
415,0,1117,2.7,0
416,1,1117,7.3,1
417,2,1117,8.9,0
418,0,1118,5.5,0
419,1,1118,5.1,0
420,0,1119,6.5,0
421,1,1119,5.4,0
422,2,1119,1.6,1
423,0,112,9.5,1
424,2,112,1.4,1
425,1,112,6.3,1
426,0,1120,10.9,1
427,0,1121,3.6,1
428,0,1122,4.7,1
429,1,1122,7.0,1
430,1,1123,8.8,1
431,0,1123,1.4,0
432,2,1124,2.4,0
433,0,1124,9.9,1
434,1,1124,2.9,1
435,2,1125,2.2,1
436,0,1125,2.9,1
437,1,1125,5.2,1
438,0,1126,10.3,1
439,1,1126,8.7,0
440,2,1126,9.8,1
441,1,1127,7.8,0
442,0,1127,10.0,0
443,2,1127,6.4,1
444,4,1127,2.6,0
445,3,1127,1.1,1
446,1,1128,9.2,0
447,0,1128,4.2,1
448,0,1129,7.2,1
449,1,113,3.4,0
450,3,113,5.6,0
451,0,113,4.9,1
452,4,113,7.6,0
453,2,113,6.7,0
454,0,1130,4.9,0
455,2,1130,1.0,1
456,1,1130,3.7,0
457,0,1131,7.1,0
458,1,1131,10.6,1
459,4,1132,5.0,1
460,2,1132,3.3,1
461,3,1132,2.6,1
462,0,1132,3.0,1
463,1,1132,10.4,1
464,0,1133,4.0,0
465,1,1133,5.5,0
466,2,1133,4.9,1
467,1,1134,7.3,1
468,2,1134,7.7,1
469,0,1134,9.5,1
470,1,1135,10.1,1
471,0,1135,10.1,0
472,0,1136,8.7,1
473,2,1137,5.6,1
474,1,1137,5.2,1
475,0,1137,9.0,0
476,0,1138,3.1,0
477,4,1138,7.9,1
478,3,1138,10.6,1
479,1,1138,7.2,1
480,2,1138,2.0,0
481,0,1139,5.2,0
482,1,1139,6.4,1
483,1,114,9.2,1
484,0,114,1.0,1
485,0,1140,4.4,0
486,1,1140,8.9,0
487,2,1141,6.3,1
488,0,1141,7.0,0
489,3,1141,1.0,1
490,1,1141,7.8,0
491,4,1141,1.0,0
492,0,1142,4.4,0
493,0,1143,6.9,1
494,2,1143,10.9,0
495,1,1143,5.6,0
496,3,1143,1.4,1
497,2,1144,10.4,1
498,0,1144,3.5,0
499,1,1144,5.8,1
500,4,1145,2.0,0
501,1,1145,10.6,0
502,2,1145,10.3,1
503,0,1145,2.3,0
504,3,1145,4.8,0
505,0,1146,3.8,1
506,1,1146,9.4,1
507,0,1147,4.2,1
508,1,1148,1.5,0
509,0,1148,3.9,1
510,1,1149,10.4,0
511,0,1149,6.6,1
512,1,115,2.4,0
513,0,115,6.0,1
514,2,115,8.9,1
515,1,1150,9.5,1
516,2,1150,2.1,0
517,0,1150,1.0,0
518,0,1151,8.2,1
519,0,1152,10.9,1
520,2,1153,1.7,1
521,0,1153,3.0,0
522,4,1153,2.8,1
523,1,1153,2.5,1
524,3,1153,6.6,0
525,0,1154,1.5,1
526,1,1154,6.5,0
527,2,1154,5.1,0
528,1,1155,10.5,0
529,2,1155,5.6,1
530,0,1155,10.7,1
531,0,1156,6.9,0
532,3,1156,4.2,0
533,2,1156,8.9,1
534,1,1156,4.4,0
535,2,1157,6.6,1
536,0,1157,9.8,0
537,1,1157,7.0,1
538,3,1157,9.5,1
539,1,1158,8.4,0
540,3,1158,1.7,1
541,0,1158,9.8,0
542,2,1158,4.5,1
543,0,1159,10.9,1
544,0,116,3.1,1
545,1,116,1.4,1
546,0,1160,6.7,1
547,1,1160,10.8,1
548,1,1161,4.0,1
549,2,1161,3.0,0
550,3,1161,9.7,0
551,0,1161,10.2,1
552,1,1162,1.2,1
553,0,1162,7.6,1
554,0,1163,6.3,1
555,1,1163,10.1,1
556,2,1163,7.7,1
557,3,1163,4.2,0
558,1,1164,9.2,1
559,4,1164,7.7,0
560,0,1164,1.6,0
561,3,1164,5.7,0
562,2,1164,4.2,0
563,1,1165,9.9,1
564,0,1165,2.0,0
565,1,1166,6.8,1
566,0,1166,5.7,0
567,0,1167,1.9,1
568,1,1167,8.7,0
569,1,1168,1.8,0
570,0,1168,2.6,0
571,2,1169,1.8,0
572,1,1169,10.3,1
573,3,1169,5.0,1
574,0,1169,3.0,0
575,2,117,2.7,0
576,4,117,3.3,0
577,3,117,6.2,1
578,0,117,7.6,1
579,1,117,3.2,0
580,0,1170,1.7,1
581,0,1171,10.0,0
582,1,1171,9.6,0
583,2,1171,10.0,0
584,3,1171,6.9,0
585,0,1172,2.1,1
586,1,1172,8.8,1
587,3,1172,2.9,1
588,2,1172,10.4,1
589,0,1173,4.8,1
590,3,1174,7.9,0
591,1,1174,3.9,1
592,0,1174,4.0,1
593,2,1174,10.6,0
594,0,1175,1.6,1
595,1,1175,10.3,1
596,3,1175,6.6,1
597,2,1175,7.6,0
598,0,1176,9.4,1
599,1,1176,5.4,0
600,3,1177,10.9,0
601,2,1177,1.1,1
602,0,1177,6.3,0
603,1,1177,6.0,0
604,4,1177,6.4,1
605,1,1178,6.2,0
606,2,1178,2.1,1
607,0,1178,8.7,1
608,0,1179,4.3,0
609,1,1179,1.4,1
610,0,118,2.3,0
611,0,1180,9.0,1
612,0,1181,3.9,1
613,2,1181,9.3,0
614,1,1181,10.6,0
615,2,1182,10.5,0
616,1,1182,1.7,1
617,0,1182,5.8,0
618,0,1183,5.4,1
619,3,1183,10.9,0
620,1,1183,4.1,1
621,2,1183,4.9,1
622,4,1183,10.2,0
623,0,1184,8.4,0
624,1,1184,4.5,1
625,2,1184,7.9,0
626,3,1184,2.9,0
627,1,1185,8.7,0
628,0,1185,1.8,0
629,2,1186,2.9,1
630,1,1186,3.6,1
631,4,1186,4.0,1
632,3,1186,9.3,1
633,0,1186,10.5,0
634,4,1187,10.4,1
635,0,1187,9.0,1
636,2,1187,7.6,1
637,3,1187,2.0,0
638,1,1187,7.6,0
639,0,1188,6.5,1
640,1,1188,10.6,0
641,0,1189,7.0,0
642,1,1189,3.5,1
643,1,119,6.0,1
644,0,119,5.9,1
645,0,1190,9.4,1
646,1,1191,7.8,1
647,0,1191,2.7,1
648,3,1191,6.4,1
649,2,1191,3.8,0
650,4,1191,2.7,1
651,1,1192,9.2,1
652,0,1192,5.4,0
653,2,1192,10.8,0
654,1,1193,4.0,1
655,0,1193,8.7,1
656,2,1194,3.5,1
657,1,1194,7.4,0
658,0,1194,10.0,0
659,4,1195,1.4,1
660,0,1195,5.7,1
661,3,1195,9.5,1
662,1,1195,1.2,1
663,2,1195,6.7,1
664,0,1196,6.3,1
665,1,1196,2.5,0
666,3,1196,9.5,1
667,2,1196,3.8,1
668,0,1197,8.4,1
669,1,1197,5.1,0
670,2,1198,8.5,1
671,1,1198,9.4,0
672,0,1198,4.8,0
673,4,1198,10.4,0
674,3,1198,8.4,1
675,2,1199,7.2,1
676,0,1199,5.8,0
677,1,1199,9.2,1
678,3,12,7.5,1
679,1,12,3.1,1
680,4,12,6.6,1
681,2,12,2.6,1
682,0,12,7.6,1
683,1,120,2.0,0
684,0,120,10.9,0
685,0,1200,6.9,1
686,1,1200,9.4,0
687,0,1201,7.8,1
688,3,1201,9.0,1
689,2,1201,2.7,0
690,1,1201,8.0,1
691,0,1202,6.5,1
692,0,1203,10.0,0
693,2,1203,5.6,1
694,3,1203,2.4,1
695,4,1203,10.6,0
696,1,1203,10.7,1
697,0,1204,6.0,1
698,2,1205,10.0,1
699,0,1205,4.9,1
700,1,1205,5.5,1
701,0,1206,5.9,1
702,2,1206,4.3,0
703,1,1206,4.3,1
704,4,1206,10.2,0
705,3,1206,6.6,1
706,1,1207,5.4,0
707,0,1207,9.9,1
708,0,1208,6.8,0
709,1,1208,10.0,0
710,3,1208,6.1,0
711,2,1208,10.3,0
712,3,1209,8.2,0
713,1,1209,10.6,0
714,0,1209,3.2,0
715,2,1209,9.3,0
716,4,1209,8.2,1
717,0,121,6.8,0
718,2,121,9.7,1
719,3,121,8.4,1
720,1,121,7.4,1
721,0,1210,7.4,0
722,2,1210,1.1,1
723,1,1210,1.4,1
724,0,1211,4.7,1
725,1,1211,7.5,1
726,2,1211,5.8,1
727,4,1212,6.8,0
728,3,1212,6.8,1
729,0,1212,4.9,0
730,2,1212,5.2,1
731,1,1212,2.6,0
732,1,1213,8.1,0
733,2,1213,5.5,1
734,0,1213,10.3,1
735,0,1214,4.9,1
736,2,1214,7.2,1
737,1,1214,1.8,1
738,0,1215,4.4,0
739,1,1215,4.6,0
740,2,1215,8.0,0
741,0,1216,3.8,0
742,4,1217,5.8,0
743,0,1217,3.8,0
744,1,1217,9.4,1
745,2,1217,3.3,0
746,3,1217,7.0,1
747,4,1218,5.5,0
748,2,1218,5.0,1
749,1,1218,8.5,0
750,0,1218,9.0,0
751,3,1218,8.0,0
752,3,1219,2.5,0
753,0,1219,2.9,1
754,2,1219,8.6,1
755,1,1219,1.5,1
756,4,122,2.1,1
757,0,122,8.4,1
758,3,122,7.6,0
759,2,122,2.4,1
760,1,122,10.7,0
761,0,1220,4.6,1
762,2,1220,1.2,0
763,1,1220,9.8,1
764,3,1220,2.5,0
765,3,1221,3.1,0
766,2,1221,9.7,1
767,0,1221,7.7,1
768,1,1221,2.8,1
769,1,1222,8.1,0
770,2,1222,9.9,1
771,0,1222,9.0,1
772,0,1223,8.0,0
773,2,1223,5.8,0
774,1,1223,3.3,0
775,3,1223,6.3,0
776,3,1224,1.5,1
777,1,1224,4.4,0
778,2,1224,3.2,1
779,0,1224,2.8,0
780,2,1225,1.0,0
781,1,1225,8.6,1
782,0,1225,7.7,0
783,0,1226,6.9,1
784,1,1226,4.3,1
785,1,1227,3.3,1
786,2,1227,2.7,0
787,0,1227,3.7,0
788,3,1227,7.7,0
789,0,1228,7.2,0
790,1,1228,6.6,1
791,3,1228,3.9,1
792,2,1228,10.1,1
793,0,1229,3.5,0
794,2,123,8.8,0
795,0,123,1.2,1
796,3,123,6.5,0
797,1,123,2.6,1
798,3,1230,9.6,0
799,2,1230,6.4,0
800,0,1230,10.1,0
801,1,1230,8.8,0
802,2,1231,2.8,1
803,1,1231,1.1,0
804,0,1231,1.6,0
805,2,1232,3.8,0
806,1,1232,9.7,0
807,0,1232,7.0,0
808,1,1233,9.1,1
809,0,1233,7.7,1
810,4,1234,10.6,1
811,2,1234,1.8,1
812,1,1234,3.1,1
813,3,1234,7.2,1
814,0,1234,10.7,1
815,0,1235,8.9,0
816,1,1235,3.9,1
817,4,1236,6.0,0
818,1,1236,9.7,1
819,3,1236,3.6,0
820,0,1236,3.5,0
821,2,1236,7.0,1
822,0,1237,10.7,1
823,1,1237,10.4,0
824,2,1237,3.7,0
825,2,1238,10.8,0
826,1,1238,6.7,1
827,0,1238,7.6,1
828,2,1239,2.1,1
829,0,1239,9.4,0
830,1,1239,1.2,0
831,3,124,8.5,0
832,2,124,4.9,1
833,4,124,4.3,1
834,1,124,5.3,0
835,0,124,8.3,1
836,1,1240,5.1,0
837,0,1240,6.9,1
838,0,1241,1.0,0
839,2,1242,4.3,1
840,0,1242,10.2,0
841,4,1242,6.5,1
842,3,1242,10.2,0
843,1,1242,8.1,0
844,0,1243,1.7,1
845,1,1243,6.1,0
846,1,1244,8.7,0
847,0,1244,3.7,0
848,0,1245,1.3,1
849,1,1245,10.4,0
850,0,1246,5.7,1
851,0,1247,2.1,1
852,1,1247,5.3,1
853,2,1248,2.9,0
854,0,1248,4.4,0
855,1,1248,6.8,0
856,3,1248,4.7,1
857,0,1249,3.0,0
858,2,125,1.3,0
859,3,125,6.8,0
860,0,125,6.7,1
861,1,125,8.0,0
862,2,1250,1.3,1
863,1,1250,8.7,0
864,0,1250,10.5,1
865,0,1251,7.3,1
866,1,1252,8.2,1
867,0,1252,4.8,0
868,3,1252,5.1,1
869,2,1252,5.5,0
870,0,1253,5.3,1
871,1,1253,5.5,0
872,1,1254,2.6,1
873,0,1254,1.9,0
874,3,1255,9.2,1
875,1,1255,8.9,0
876,0,1255,8.1,1
877,2,1255,4.5,0
878,4,1255,5.7,0
879,3,1256,1.5,0
880,4,1256,8.7,0
881,0,1256,7.0,1
882,2,1256,6.5,1
883,1,1256,7.5,1
884,0,1257,6.9,0
885,1,1257,4.4,0
886,4,1257,2.3,1
887,2,1257,8.7,1
888,3,1257,9.9,0
889,0,1258,9.5,0
890,0,1259,2.0,0
891,4,126,1.5,0
892,1,126,7.6,0
893,0,126,8.1,1
894,3,126,2.7,0
895,2,126,9.1,0
896,4,1260,1.8,1
897,2,1260,3.3,1
898,1,1260,7.5,0
899,3,1260,8.2,1
900,0,1260,6.1,1
901,2,1261,4.0,1
902,0,1261,9.3,0
903,4,1261,8.3,0
904,1,1261,9.9,1
905,3,1261,1.0,0
906,2,1262,6.6,1
907,3,1262,3.8,0
908,1,1262,7.5,1
909,0,1262,8.7,1
910,4,1262,4.8,1
911,0,1263,5.0,0
912,1,1263,6.6,1
913,3,1263,2.5,0
914,2,1263,9.0,0
915,4,1263,1.5,0
916,0,1264,3.8,0
917,4,1264,5.5,1
918,3,1264,4.5,0
919,1,1264,9.7,0
920,2,1264,6.4,1
921,0,1265,9.0,0
922,0,1266,8.3,1
923,1,1266,10.4,1
924,2,1266,4.8,1
925,3,1266,1.3,1
926,4,1266,6.0,0
927,1,1267,7.6,1
928,0,1267,10.4,1
929,0,1268,8.6,1
930,2,1269,8.9,1
931,0,1269,6.4,0
932,3,1269,6.1,1
933,1,1269,7.0,0
934,0,127,3.7,1
935,3,1270,8.6,0
936,1,1270,8.9,0
937,0,1270,7.7,1
938,4,1270,4.6,0
939,2,1270,7.8,0
940,1,1271,10.4,1
941,0,1271,7.3,1
942,2,1271,6.3,0
943,3,1271,8.7,1
944,0,1272,5.0,0
945,1,1272,7.4,0
946,2,1272,7.8,1
947,0,1273,10.9,1
948,1,1273,8.0,0
949,2,1274,2.5,1
950,1,1274,5.2,0
951,0,1274,2.4,0
952,3,1274,5.1,1
953,2,1275,6.2,0
954,0,1275,2.4,1
955,1,1275,8.0,0
956,3,1275,10.6,1
957,2,1276,4.5,1
958,0,1276,5.1,1
959,1,1276,9.4,0
960,3,1276,10.8,0
961,0,1277,9.4,0
962,0,1278,3.3,0
963,1,1278,5.7,0
964,2,1279,3.6,0
965,0,1279,6.0,0
966,1,1279,6.8,1
967,3,1279,9.0,0
968,0,128,9.8,1
969,0,1280,6.6,1
970,1,1281,7.1,0
971,2,1281,5.7,1
972,3,1281,8.5,0
973,0,1281,9.5,1
974,0,1282,8.0,0
975,2,1283,1.3,0
976,0,1283,9.9,0
977,1,1283,2.8,1
978,3,1284,2.3,1
979,4,1284,7.4,0
980,0,1284,9.8,0
981,2,1284,9.8,0
982,1,1284,8.3,0
983,0,1285,7.4,0
984,0,1286,3.6,0
985,1,1286,9.0,0
986,2,1286,1.1,0
987,2,1287,7.4,1
988,0,1287,3.4,1
989,1,1287,2.4,1
990,0,1288,2.2,1
991,1,1288,4.7,1
992,0,1289,8.3,0
993,0,129,2.2,1
994,0,1290,3.1,0
995,0,1291,10.8,0
996,1,1292,4.5,0
997,0,1292,4.3,0
998,2,1292,3.2,0
999,0,1293,1.6,0
1000,2,1294,9.7,0
1001,0,1294,2.8,1
1002,1,1294,3.2,0
1003,0,1295,2.3,0
1004,2,1295,6.4,1
1005,3,1295,7.9,0
1006,1,1295,1.1,1
1007,0,1296,3.9,1
1008,1,1296,9.8,0
1009,2,1296,6.5,1
1010,0,1297,6.1,1
1011,3,1297,10.7,1
1012,1,1297,8.7,0
1013,4,1297,8.2,0
1014,2,1297,2.7,1
1015,3,1298,7.8,1
1016,2,1298,8.1,0
1017,0,1298,6.6,0
1018,4,1298,1.9,1
1019,1,1298,8.1,1
1020,1,1299,5.1,0
1021,2,1299,4.6,1
1022,0,1299,6.8,1
1023,1,13,1.4,0
1024,0,13,10.3,1
1025,2,130,2.1,1
1026,1,130,2.6,1
1027,0,130,1.1,0
1028,1,1300,3.5,0
1029,2,1300,2.1,1
1030,0,1300,3.8,1
1031,4,1300,5.6,1
1032,3,1300,9.5,1
1033,1,1301,7.4,1
1034,0,1301,9.1,1
1035,2,1301,7.6,1
1036,2,1302,4.7,0
1037,0,1302,8.3,0
1038,1,1302,4.5,0
1039,3,1302,4.0,1
1040,3,1303,5.1,1
1041,0,1303,6.7,1
1042,2,1303,9.8,0
1043,1,1303,8.0,1
1044,0,1304,9.0,0
1045,1,1305,5.5,0
1046,0,1305,8.7,1
1047,0,1306,8.2,0
1048,1,1307,10.9,1
1049,0,1307,1.4,0
1050,0,1308,8.1,1
1051,0,1309,6.6,1
1052,1,1309,9.1,0
1053,2,131,10.3,1
1054,0,131,1.9,1
1055,1,131,7.4,1
1056,4,131,1.7,1
1057,3,131,7.1,1
1058,0,1310,5.3,0
1059,1,1310,2.8,0
1060,2,1310,8.4,0
1061,3,1311,9.6,0
1062,4,1311,4.7,0
1063,0,1311,10.6,1
1064,1,1311,5.8,0
1065,2,1311,10.6,0
1066,0,1312,8.0,0
1067,1,1312,1.4,0
1068,0,1313,6.6,0
1069,1,1313,9.3,0
1070,2,1314,6.9,1
1071,1,1314,6.5,1
1072,0,1314,10.0,1
1073,0,1315,9.8,1
1074,2,1315,10.9,0
1075,1,1315,7.3,0
